ProdReference,Name,SEOName,Description,ShortDescription,SEOShortDescription,SEOShortDescriptionCap,IsTextil,HasColors,HasSizes,HasCapacitys,CombinedSizes,Gender,DefaultCustomizationIncludedInPrice,AvailableGross,BoxLengthMM,BoxWidthMM,BoxHeightMM,BoxSizeM,BoxWeightKG,BoxVolume,BoxQuantity,BoxInnerQuantity,Multiplier,Taric,Type,TypeCode,SubType,SubTypeCode,MainImage,BoxImage,BagImage,PouchImage,AditionalImageList,AllImageList,Brand,CountryOfOrigin,PvcFree,Properties,ProductCare,WeightGr,Certificates,Composition,Packing,Repacking,RefillType,BatteryType,Materials,PaperSize,PaperGramage,CapacityMah,CapacityGB,VideoLink,InkColor,VideoLinkVimeo,OtherDetails,Sizes,Capacitys,KeyWords,Colors,ProductComponents,RelatedReferences,ProductDefaultComponent,Video360,ProductComponentLocations,ProductComponentDefaultLocation,ProductComponentDefaultLocationAreaMM,ProductComposedLocations,CustomizationTypes,CustomizationDefaultType,CustomizationDefaultTable,CustomizationTables,CustomizationTableOptions,CustomizationDefault,CustomizationDefaultTableMaxColors,CustomizationDefaultHandlingCosts,CustomizationDefaultPrintingLines,IsSeasonal,SeasonalOccasion,SeasonalStartDate,SeasonalEndDate,IsStockOut,OnlineExclusive,CertificateFiles,Weight,Catalogs,UpdateDate
11122,11122. Sacola 100% algodão canvas com bolso frontal e interior (280 g/m²),11122,Sacola 100% algodão canvas (280 g/m²) com bolso frontal e bolso interior com zíper. A sacola contém fecho magnético e alças de 60 cm. 530 x 380 x 170 mm,Sacola 100% algodão canvas (280 g/m²) com bolso frontal e bolso interior com zíper. A sacola contém fecho magnético e alças de 60 cm,11122. Sacola 100% algodão canvas com bolso frontal e interior (280 g/m²),11122. SACOLA 100% ALGODÃO CANVAS COM BOLSO FRONTAL E INTERIOR (280 G/M²),False,True,False,False,530 x 380 x 170 mm,,False,True,5.7,4.6,2.8,0.570X0.460X0.280,13.7,0.071,50,10,1,4202.92.00,Sacolas & Bolsas Térmicas,0033,Sacos de Compras Algodão,190,11122_109-logo.jpg,,,,,"11122_109-logo.jpg, 11122_109.jpg",hi!dea™,China,False,,,280 g/m²,REACH,,Polybag,Sem polybag,,,100% algodão,,,,0,,,,,,,"sacolas, saco, mala, malas, compras, shopping, certificado, certificados, 92824",Verde,Sacola,,Sacola,,"Bolso frontal centro, Bolso superior, Verso, Bolso interior",Bolso frontal centro,,"Sacola - Bolso frontal centro, Sacola - Bolso superior, Sacola - Verso, Sacola - Bolso interior",Transfer,,,"TRS2-01, TRS2-02, TRS2-03, TRS2-04, TRS3-01, TRS3-02, TRS3-03, TRS3-04, TRS3-05","TRS2-01-01, TRS2-01-02, TRS2-01-03, TRS2-01-04, TRS2-01-F, TRS2-02-01, TRS2-02-02, TRS2-02-03, TRS2-02-04, TRS2-02-F, TRS2-03-01, TRS2-03-02, TRS2-03-03, TRS2-03-04, TRS2-03-F, TRS2-04-01, TRS2-04-02, TRS2-04-03, TRS2-04-04, TRS2-04-F, TRS3-01-01, TRS3-01-02, TRS3-01-03, TRS3-01-04, TRS3-01-F, TRS3-02-01, TRS3-02-02, TRS3-02-03, TRS3-02-04, TRS3-02-F, TRS3-03-01, TRS3-03-02, TRS3-03-03, TRS3-03-04, TRS3-03-F, TRS3-04-01, TRS3-04-02, TRS3-04-03, TRS3-04-04, TRS3-04-F, TRS3-05-01, TRS3-05-02, TRS3-05-03, TRS3-05-04, TRS3-05-F",,0,0.0,,False,,,,True,False,,16,Stockout,11/04/2024 11:44:22
11123,11123. Sacola para 1 garrafa em non-woven (80 g/m²),11123,Sacola para 1 garrafa em non-woven (80 g/m²) com alças. 100 x 330 x 100 mm,Sacola para 1 garrafa em non-woven (80 g/m²) com alças,11123. Sacola para 1 garrafa em non-woven (80 g/m²),11123. SACOLA PARA 1 GARRAFA EM NON-WOVEN (80 G/M²),False,True,False,False,100 x 330 x 100 mm,,False,True,5.0,5.0,3.0,0.500X0.500X0.300,8.0,0.075,400,50,1,4202.22.20,"Casa, Restaurante & Bar",0036,Sacos - Outros,2049,11123_115-logo.jpg,,,,,"11123_115-logo.jpg, 11123_115.jpg",hi!dea™,China,False,,,80 g/m²,REACH,,,Sem polybag,,,Non-woven: 80 g/m²,,,,0,,,,,,,"sacolas, manga, mangas, luva, luvas, garrafas, bebida, bebidas, vinho, vinhos, conjuntos vinho, certificado, certificados, 92844",Bordô,Sacola garrafa,,Sacola garrafa,,"Frente, Verso",Frente,60 x 230,"Sacola garrafa - Frente, Sacola garrafa - Verso",Transfer,Transfer,TRS2-01-01,"TRS2-01, TRS2-02, TRS2-03, TRS2-04, TRS2-05","TRS2-01-01, TRS2-01-02, TRS2-01-03, TRS2-01-04, TRS2-01-F, TRS2-02-01, TRS2-02-02, TRS2-02-03, TRS2-02-04, TRS2-02-F, TRS2-03-01, TRS2-03-02, TRS2-03-03, TRS2-03-04, TRS2-03-F, TRS2-04-01, TRS2-04-02, TRS2-04-03, TRS2-04-04, TRS2-04-F, TRS2-05-01, TRS2-05-02, TRS2-05-03, TRS2-05-04, TRS2-05-F",Sacola garrafa - Frente (Transfer - 60 x 230),4,0.0,11123_1_1_1.png,False,,,,True,False,,18,Stockout,11/04/2024 11:44:22
11125,11125. Sacola dobrável em non-woven (80 g/m²),11125,Sacola dobrável em non-woven (80 g/m²) com alças de 65 cm. Fornecida desdobrada. Dobrado: 200 x 120 mm | Aberto: 400 x 450 x 200 mm,Sacola dobrável em non-woven (80 g/m²) com alças de 65 cm. Fornecida desdobrada,11125. Sacola dobrável em non-woven (80 g/m²),11125. SACOLA DOBRÁVEL EM NON-WOVEN (80 G/M²),False,True,False,False,Dobrado: 200 x 120 mm | Aberto: 400 x 450 x 200 mm,,False,True,5.5,5.0,5.0,0.550X0.500X0.500,15.0,0.138,200,50,1,4202.92.00,Sacolas & Bolsas Térmicas,0033,Sacos de Compras Non-woven,193,11125_105-a.jpg,,,,,"11125_105-a.jpg, 11125_105.jpg",hi!dea™,China,False,,,80 g/m²,,,Polybag,Sem polybag,,,Non-woven: 80 g/m²,,,,,,,,,,,"sacolas, sacolas dobráveis, mala, malas, compras, shopping, tnt","Verde, Vermelho",Sacola,,Sacola,,"Frente, Bolso lateral, Pala, Verso",Frente,270 x 260,"Sacola - Frente, Sacola - Bolso lateral, Sacola - Pala, Sacola - Verso","Transfer, Silk screen têxtil",Silk screen têxtil,TXP1-02-01,"TRS3-01, TRS3-02, TRS3-03, TRS3-04, TRS3-05, TRS3-06, TXP1-01, TXP1-02","TRS3-01-01, TRS3-01-02, TRS3-01-03, TRS3-01-04, TRS3-01-F, TRS3-02-01, TRS3-02-02, TRS3-02-03, TRS3-02-04, TRS3-02-F, TRS3-03-01, TRS3-03-02, TRS3-03-03, TRS3-03-04, TRS3-03-F, TRS3-04-01, TRS3-04-02, TRS3-04-03, TRS3-04-04, TRS3-04-F, TRS3-05-01, TRS3-05-02, TRS3-05-03, TRS3-05-04, TRS3-05-F, TRS3-06-01, TRS3-06-02, TRS3-06-03, TRS3-06-04, TRS3-06-F, TXP1-01-01, TXP1-01-02, TXP1-01-03, TXP1-01-04, TXP1-02-01, TXP1-02-02, TXP1-02-03, TXP1-02-04",Sacola - Frente (Silk screen têxtil - 270 x 260),1,0.0,11125_1_1_1.png,False,,,,True,False,,72,Stockout,11/04/2024 11:44:22
11126,11126. Porta cartões para celular,11126,Porta cartões para celular em PVC com autocolante. 56 x 89 x 1 mm,Porta cartões para celular em PVC com autocolante,11126. Porta cartões para celular,11126. PORTA CARTÕES PARA CELULAR,False,True,False,False,56 x 89 x 1 mm,,False,True,4.3,2.7,1.6,0.430X0.270X0.160,10.78,0.019,2000,1000,1,4202.32.00,Tecnologia,0029,Porta-Cartões,111,11126_109-logo.jpg,,,,,"11126_109-logo.jpg, 11126_109.jpg",hi!dea™,,False,,,,,,Sem polybag,Sem polybag,,,PVC,,,,,,,,,,,"cartões, cartão, porta cartão, porta-cartão, porta-cartões",Verde,Porta-cartões,,Porta-cartões,,Frente,Frente,40 x 45,Porta-cartões - Frente,"UV Digital, Silk Screen",Silk Screen,SCR2-01-01,"DUV1-01, DUV1-02, DUV1-03, SCR2-01","DUV1-01-F, DUV1-02-F, DUV1-03-F, SCR2-01-01",Porta-cartões - Frente (Silk Screen - 40 x 45),1,0.0,11126_1_1_1.png,False,,,,True,False,,1,Stockout,11/04/2024 11:44:22
11128,11128. Squeeze em AS com tampa em PP 610 mL,11128,"Squeeze em AS e tampa em PP, com bico de canudo flip e canudo flexível no interior. Capacidade até 610 mL. Caixa branca 94651 vendida opcionalmente. Certificação EU Food Grade. Ø70 x 225 mm","Squeeze em AS e tampa em PP, com bico de canudo flip e canudo flexível no interior. Capacidade até 610 mL. Caixa branca 94651 vendida opcionalmente. Certificação EU Food Grade",11128. Squeeze em AS com tampa em PP 610 mL,11128. SQUEEZE EM AS COM TAMPA EM PP 610 ML,False,True,False,False,Ø70 x 225 mm,,False,True,4.0,4.0,4.1,0.400X0.400X0.410,7.0,0.066,50,1,1,3924.90.00,Squeezes & Copos,0035,Garrafas,1010,11128_105.jpg,,,,,11128_105.jpg,hi!dea™,China,False,"Apropriado para comida, Apropriado para bebidas frias, BPA free",,,Food Safety,,Polybag,Sem polybag,,,AS,,,,,,,,,,,"squeezes, garrafa, garrafas, garrafa térmica, garrafas térmicas, esporte, esportes, bebida, bebidas, certificado, 94061, certificado, certificados","Verde claro, Vermelho",Garrafa termo,,Garrafa termo,,Corpo,Corpo,220 x 120,Garrafa termo - Corpo,"Tampografia, Silk Screen",Silk Screen,SCR2-01-01,"PDP2-01, SCR2-01","PDP2-01-01, PDP2-01-02, PDP2-01-03, PDP2-01-04, SCR2-01-01, SCR2-01-02",Garrafa termo - Corpo (Silk Screen - 220 x 120),2,0.0,11128_1_1_1.png,False,,,,True,False,,1,Stockout,11/04/2024 11:44:22
11129,11129. Porta comprimidos com tampa,11129,"Porta comprimidos com tampa, 2 divisórias e cortante. As divisórias são extraíveis e coloridas, facilitando a sua distinção. Certificação EU Food Grade. 94 x 48 x 16 mm","Porta comprimidos com tampa, 2 divisórias e cortante. As divisórias são extraíveis e coloridas, facilitando a sua distinção. Certificação EU Food Grade",11129. Porta comprimidos com tampa,11129. PORTA COMPRIMIDOS COM TAMPA,False,True,False,False,94 x 48 x 16 mm,,False,True,5.2,3.5,2.7,0.520X0.350X0.270,14.8,0.053,500,100,1,3924.90.00,Pessoal & Viagem,0037,Caixas de Comprimidos,050,11129_104.jpg,,,,,11129_104.jpg,hi!dea™,China,False,"Apropriado para comida, BPA free",,,"Food Safety, BPA Free",,,Sem polybag,,,Plástico,,,,0,,,,,,,"caixas, comprimidos, caixinha, caixinhas, certificado, certificados, 94307",Azul,Caixa comprimidos,,Caixa comprimidos,,"Tampa maior, Tampa menor",Tampa maior,55 x 35,"Caixa comprimidos - Tampa maior, Caixa comprimidos - Tampa menor","UV Digital, Silk Screen, Tampografia",Tampografia,PDP2-01-01,"DUV2-01, DUV2-02, DUV2-03, SCR3-01, PDP2-01","DUV2-01-F, DUV2-02-F, DUV2-03-F, SCR3-01-01, PDP2-01-01, PDP2-01-02, PDP2-01-03, PDP2-01-04, PDP2-01-05",Caixa comprimidos - Tampa maior (Tampografia - 55 x 35),5,0.0,11129_1_1_1.png,False,,,,True,False,,28,Stockout,11/04/2024 11:44:22
11130,11130. Squeeze 790 mL,11130,Squeeze em Tritan™ com capacidade até 790 mL. Caixa branca 94657 vendida opcionalmente. Certificação EU Food Grade. ø71 x 246 mm,Squeeze em Tritan™ com capacidade até 790 mL. Caixa branca 94657 vendida opcionalmente. Certificação EU Food Grade,11130. Squeeze 790 mL,11130. SQUEEZE 790 ML,False,True,False,False,ø71 x 246 mm,,False,True,3.9,5.2,3.9,0.390X0.520X0.390,7.1,0.02,50,1,1,3924.90.00,Squeezes & Copos,0035,Garrafas,1010,11130_114-logo.jpg,,,,,"11130_114-logo.jpg, 11130_114.jpg",hi!dea™,China,False,"Apropriado para comida, Apropriado para congelador, Apropriado para máquina de lavar",,,"Food Safety, BPA Free",,Polybag,Polybag,,,Tritan™,,,,0,,,,,,,"squeezes, garrafa, garrafas, garrafa térmica, garrafas térmicas, bebida, bebidas, certificado, certificados, 94648",Azul royal,Garrafa desporto,,Garrafa desporto,,"Tampa da garrafa, Corpo",Corpo,,"Garrafa desporto - Tampa da garrafa, Garrafa desporto - Corpo","Tampografia, Silk Screen",,,"PDP1-01, SCR3-01","PDP1-01-01, SCR3-01-01",,0,0.0,,False,,,,True,False,,114,Stockout,11/04/2024 11:44:22
11131,11131. Kit de 4 lixas,11131,Kit de 4 lixas. Composto por: 2 lixas abrasivas e 2 lixas polidoras. 22 x 65 x 17 mm,Kit de 4 lixas. Composto por: 2 lixas abrasivas e 2 lixas polidoras,11131. Kit de 4 lixas,11131. KIT DE 4 LIXAS,False,True,False,False,22 x 65 x 17 mm,,False,True,3.2,2.8,2.0,0.320X0.280X0.200,7.34,0.018,600,300,1,8214.20.00,Pessoal & Viagem,0037,Conjuntos de Manicura,0521,11131_103-c-logo.jpg,,,,,"11131_103-c-logo.jpg, 11131_103.jpg, 11131_103-c.jpg",hi!dea™,,False,,,,,,Polybag,Sem polybag,,,,,,,,,,,,,,"lixas para unhas, unhas, manicura, manicure",Preto,Lixas,,Lixas,,Frente,,,Lixas - Frente,Tampografia,,,PDP2-01,"PDP2-01-01, PDP2-01-02, PDP2-01-03, PDP2-01-04",,0,0.0,,False,,,,True,False,,1,Stockout,11/04/2024 11:44:22
11132,11132. Conjunto de 6 lixas,11132,Conjunto de 6 lixas para unhas fornecido em caixa de cartão personalizável. 55 x 61 x 6 mm,Conjunto de 6 lixas para unhas fornecido em caixa de cartão personalizável,11132. Conjunto de 6 lixas,11132. CONJUNTO DE 6 LIXAS,False,True,False,False,55 x 61 x 6 mm,,False,True,5.4,3.6,4.1,0.540X0.360X0.410,11.3,0.08,2000,250,1,8214.20.00,Pessoal & Viagem,0037,Conjuntos de Manicura,0521,11132_103-c.jpg,,,,,"11132_103-c.jpg, 11132_103.jpg",hi!dea™,China,False,,,,REACH,,Polybag,Sem polybag,,,,,,,,,,,,,,"lixas para unhas, unhas, manicura, manicure, certificado, certificados, 94856","Preto, Rosa claro",Caixa,,Caixa,,Frente,Frente,40 x 30,Caixa - Frente,"Tampografia, Silk Screen",Tampografia,PDP1-01-01,"PDP1-01, SCR1-01","PDP1-01-01, PDP1-01-02, PDP1-01-03, SCR1-01-01",Caixa - Frente (Tampografia - 40 x 30),3,0.0,11132_1_1_1.png,False,,,,True,False,,4,Stockout,11/04/2024 11:44:22
11133,11133. Bateria portátil com ecrã touch e indicador de carga 4'000 mAh,11133,"Bateria portátil slim em ABS e aço inox, com tela touch e indicador de carga. Bateria polímero de lítio com capacidade de 4'000 mAh e tempo de vida ≥ 500 ciclos, com porta de entrada micro USB e porta de saída USB-A. Incluso cabo USB-A / micro USB para carregar a bateria. Fornecido em caixa presente. 116 x 65 x 7 mm","Bateria portátil slim em ABS e aço inox, com tela touch e indicador de carga. Bateria polímero de lítio com capacidade de 4.000 mAh e tempo de vida ≥ 500 ciclos, com porta de entrada micro USB e porta de saída USB-A. Incluso cabo USB-A / micro USB para carregar a bateria. Fornecido em caixa presente",11133. Bateria portátil com ecrã touch e indicador de carga 4.000 mAh,11133. BATERIA PORTÁTIL COM ECRÃ TOUCH E INDICADOR DE CARGA 4.000 MAH,False,True,False,False,116 x 65 x 7 mm,,False,True,2.8,2.7,1.7,0.280X0.270X0.170,6.4,0.013,40,20,1,8507.60.00,Tecnologia,0029,Baterias,24,11133_104-a.jpg,,,,,"11133_104-a.jpg, 11133_104.jpg, 11133_104-c.jpg",hi!dea™,China,False,Fornecido em caixa de oferta,,,,,Polybag,Sem polybag,,,ABS e aço inox,,,,,,,,,,,"carregador portátil, carregadores portáteis, baterias portáteis, powerbank, powerbanks, power bank, power banks, powerbank, powerbanks",Azul,Bateria portátil,,Bateria portátil,,"Superior, Verso",Superior,45 x 80,"Bateria portátil - Superior, Bateria portátil - Verso","UV Digital, Silk Screen, Tampografia, Laser",UV Digital,DUV1-01-F,"DUV1-01, DUV1-02, DUV1-03, DUV1-04, SCR2-01, PDP2-01, LSR1-01, LSR1-02, LSR1-03, LSR1-04, LSR1-05","DUV1-01-F, DUV1-02-F, DUV1-03-F, DUV1-04-F, SCR2-01-01, PDP2-01-01, PDP2-01-02, PDP2-01-03, PDP2-01-04, LSR1-01-01, LSR1-02-01, LSR1-03-01, LSR1-04-01, LSR1-05-01",Bateria portátil - Superior (UV Digital - 45 x 80),4,0.0,11133_1_1_1.png,False,,,,True,False,,1,Stockout,11/04/2024 11:44:22
11135,11135. Guarda-sol reclinável em 210T,11135,Guarda-sol reclinável em poliéster 210T com forro prateado. Fornecido em bolsa com alça. ø1400 x 1600 mm | Bolsa: 1010 x 110 mm,Guarda-sol reclinável em poliéster 210T com forro prateado. Fornecido em bolsa com alça,11135. Guarda-sol reclinável em 210T,11135. GUARDA-SOL RECLINÁVEL EM 210T,False,True,False,False,ø1400 x 1600 mm | Bolsa: 1010 x 110 mm,,False,True,10.0,1.7,1.6,1.000X0.170X0.160,9.6,0.026,10,1,1,6601.10.00,Sol & Chuva,0040,Guarda-Sol,232,11135_119-logo.jpg,,,11135_119-pouch.jpg,,"11135_119-logo.jpg, 11135_119.jpg, 11135_119-pouch.jpg",hi!dea™,China,False,,,,REACH,,,Sem polybag,,,Poliéster 210T,,,,0,,,,,,,"sombrinha, guarda sol, certificado, 98320, certificado, certificados",Verde claro,"Guarda-sol,Bolsa",,Guarda-sol,,"Gomo 1, Gomo 2, Gomo 3, Gomo 4, Frente",Frente,220 x 140,"Guarda-sol - Gomo 1, Guarda-sol - Gomo 2, Guarda-sol - Gomo 3, Guarda-sol - Gomo 4, Bolsa - Frente","Transfer, Silk screen têxtil",Silk screen têxtil,TXP4-01-01,"TRS3-01, TRS3-02, TRS3-03, TRS3-04, TRS3-05, TXP4-01, TRS1-01, TRS1-02, TRS1-03, TRS1-04, TRS1-05","TRS3-01-01, TRS3-01-02, TRS3-01-03, TRS3-01-04, TRS3-01-F, TRS3-02-01, TRS3-02-02, TRS3-02-03, TRS3-02-04, TRS3-02-F, TRS3-03-01, TRS3-03-02, TRS3-03-03, TRS3-03-04, TRS3-03-F, TRS3-04-01, TRS3-04-02, TRS3-04-03, TRS3-04-04, TRS3-04-F, TRS3-05-01, TRS3-05-02, TRS3-05-03, TRS3-05-04, TRS3-05-F, TXP4-01-01, TXP4-01-02, TXP4-01-03, TXP4-01-04, TRS1-01-01, TRS1-01-02, TRS1-01-03, TRS1-01-04, TRS1-01-F, TRS1-02-01, TRS1-02-02, TRS1-02-03, TRS1-02-04, TRS1-02-F, TRS1-03-01, TRS1-03-02, TRS1-03-03, TRS1-03-04, TRS1-03-F, TRS1-04-01, TRS1-04-02, TRS1-04-03, TRS1-04-04, TRS1-04-F, TRS1-05-01, TRS1-05-02, TRS1-05-03, TRS1-05-04, TRS1-05-F",Guarda-sol - Gomo 1 (Silk screen têxtil - 220 x 140),1,0.0,11135_1_1_1.png,False,,,,True,False,,855,Stockout,11/04/2024 11:44:22
11136,11136. Cooler. Mochila térmica 10 L em 600D,11136,Mochila térmica em 600D com um bolso frontal com zíper e dois bolsos laterais em tela mesh. Capacidade até 10 L. Certificação EU Food Grade. 280 x 340 x 140 mm,Mochila térmica em 600D com um bolso frontal com zíper e dois bolsos laterais em tela mesh. Capacidade até 10 L. Certificação EU Food Grade,11136. Cooler. Mochila térmica 10 L em 600D,11136. COOLER. MOCHILA TÉRMICA 10 L EM 600D,False,True,False,False,280 x 340 x 140 mm,,False,True,6.2,4.1,3.7,0.620X0.410X0.370,12.9,0.096,50,25,1,4202.92.00,Sacolas & Bolsas Térmicas,0033,Bolsas Térmicas,1050,11136_105-a.jpg,,,,,"11136_105-a.jpg, 11136_105.jpg, 11136_105-b.jpg, 11136_105-c.jpg",hi!dea™,China,False,"Apropriado para comida, Protecção térmica",,,"Food Safety, REACH",,,Sem polybag,,,600D,,,,0,,,,,,,"mochilas, 28073, cooler, certificado, certificados, 98408",Vermelho,Mochila,,Mochila,,"Frente centro, Bolso inferior, Pala",Frente centro,150 x 90,"Mochila - Frente centro, Mochila - Bolso inferior, Mochila - Pala",Transfer,Transfer,TRS2-01-01,"TRS2-01, TRS2-02, TRS2-03, TRS2-04","TRS2-01-01, TRS2-01-02, TRS2-01-03, TRS2-01-04, TRS2-01-F, TRS2-02-01, TRS2-02-02, TRS2-02-03, TRS2-02-04, TRS2-02-F, TRS2-03-01, TRS2-03-02, TRS2-03-03, TRS2-03-04, TRS2-03-F, TRS2-04-01, TRS2-04-02, TRS2-04-03, TRS2-04-04, TRS2-04-F",Mochila - Frente centro (Transfer - 150 x 90),4,0.0,11136_1_1_1.png,False,,,,True,False,,179,Stockout,11/04/2024 11:44:22
11138,11138. Cooler. Sacola térmica 9 L em 600D,11138,Sacola térmica em 600D com zíper e compartimento exterior aberto que contém um bolso frontal. Ideal para levar para a praia. Alças em webbing com 55 cm e capacidade até 9 L. Certificação EU Food Grade. 470 x 305 x 120 mm,Sacola térmica em 600D com zíper e compartimento exterior aberto que contém um bolso frontal. Ideal para levar para a praia. Alças em webbing com 55 cm e capacidade até 9 L. Certificação EU Food Grade,11138. Cooler. Sacola térmica 9 L em 600D,11138. COOLER. SACOLA TÉRMICA 9 L EM 600D,False,True,False,False,470 x 305 x 120 mm,,False,True,4.9,3.6,3.3,0.490X0.360X0.330,6.79,0.058,25,5,1,4202.92.00,Sacolas & Bolsas Térmicas,0033,Bolsas Térmicas,1050,11138_103-c.jpg,,,,,"11138_103-c.jpg, 11138_103.jpg",hi!dea™,China,False,"Apropriado para comida, Protecção térmica",,,"Food Safety, REACH",,,Sem polybag,,,600D,,,,0,,,,,,,"sacolas, sacolas térmicas, sacola refrigeradora, mala, malas, compras, shopping, cooler, certificado, certificados, 98417","Preto, Verde claro",Sacola,,Sacola,,"Bolso frontal, Frente superior, Verso",Bolso frontal,170 x 120,"Sacola - Bolso frontal, Sacola - Frente superior, Sacola - Verso",Transfer,Transfer,TRS3-01-01,"TRS3-01, TRS3-02, TRS3-03, TRS3-04, TRS3-05","TRS3-01-01, TRS3-01-02, TRS3-01-03, TRS3-01-04, TRS3-01-F, TRS3-02-01, TRS3-02-02, TRS3-02-03, TRS3-02-04, TRS3-02-F, TRS3-03-01, TRS3-03-02, TRS3-03-03, TRS3-03-04, TRS3-03-F, TRS3-04-01, TRS3-04-02, TRS3-04-03, TRS3-04-04, TRS3-04-F, TRS3-05-01, TRS3-05-02, TRS3-05-03, TRS3-05-04, TRS3-05-F",Sacola - Bolso frontal (Transfer - 170 x 120),4,0.0,11138_1_1_1.png,False,,,,True,False,,234,Stockout,11/04/2024 11:44:22
11139,11139. Cooler. Sacola térmica flexível 30 L em 600D,11139,"Sacola térmica flexível em 600D com zíper duplo e interior forrado. Estrutura removível em alumínio, com pega ergonômica em EVA. Capacidade até 30 L. Certificação EU Food Grade. 460 x 270 x 250 mm","Sacola térmica flexível em 600D com zíper duplo e interior forrado. Estrutura removível em alumínio, com pega ergonômica em EVA. Capacidade até 30 L. Certificação EU Food Grade",11139. Cooler. Sacola térmica flexível 30 L em 600D,11139. COOLER. SACOLA TÉRMICA FLEXÍVEL 30 L EM 600D,False,True,False,False,460 x 270 x 250 mm,,False,True,5.0,4.5,3.1,0.500X0.450X0.310,9.4,0.07,10,1,1,4202.22.20,Sacolas & Bolsas Térmicas,0033,Bolsas Térmicas,1050,11139_109-f.jpg,,,,,"11139_109-f.jpg, 11139_109.jpg",hi!dea™,China,False,"Apropriado para comida, Protecção térmica",,,"Food Safety, REACH",,Polybag,Sem polybag,,,600D,,,,0,,,,,,,"sacolas, sacolas térmicas, refrigeradora, lancheira, lancheiras, mala, malas, bolsa refrigeradora, bolsas refrigeradoras, cooler, certificado, 98426, certificado, certificados",Verde,Bolsa térmica,,Bolsa térmica,,Topo,Topo,150 x 150,Bolsa térmica - Topo,Transfer,Transfer,TRS2-01-01,"TRS2-01, TRS2-02, TRS2-03, TRS2-04, TRS2-05","TRS2-01-01, TRS2-01-02, TRS2-01-03, TRS2-01-04, TRS2-01-F, TRS2-02-01, TRS2-02-02, TRS2-02-03, TRS2-02-04, TRS2-02-F, TRS2-03-01, TRS2-03-02, TRS2-03-03, TRS2-03-04, TRS2-03-F, TRS2-04-01, TRS2-04-02, TRS2-04-03, TRS2-04-04, TRS2-04-F, TRS2-05-01, TRS2-05-02, TRS2-05-03, TRS2-05-04, TRS2-05-F",Bolsa térmica - Topo (Transfer - 150 x 150),4,0.0,11139_1_1_1.png,False,,,,True,False,,889,Stockout,11/21/2024 07:42:57
11140,11140. Mosquetão em alumínio,11140,Mosquetão em alumínio com área plana para gravação. 24 x 48 x 4 mm,Mosquetão em alumínio com área plana para gravação,11140. Mosquetão em alumínio,11140. MOSQUETÃO EM ALUMÍNIO,False,True,False,False,24 x 48 x 4 mm,,False,True,2.7,1.8,2.6,0.270X0.180X0.260,4.5,0.013,1000,50,1,7616.99.00,Esporte & Ar Livre,0034,Acessórios – Outros,029,11140_102.jpg,,,,,11140_102.jpg,hi!dea™,,False,,,,,,Sem polybag,Sem polybag,,,Alumínio,,,,,,,,,,,mosquetões,"Rosa, Verde",Adereço de Natal,,Adereço de Natal,,Topo,Topo,25 x 3,Adereço de Natal - Topo,Laser,Laser,LSR1-01-01,LSR1-01,LSR1-01-01,Adereço de Natal - Topo (Laser - 25 x 3),1,0.0,11140_1_1_1.png,False,,,,True,False,,1,Stockout,11/04/2024 11:44:22
11141,11141. Mosquetão em alumínio,11141,Mosquetão em alumínio com área plana para gravação. 32 x 57 x 5 mm,Mosquetão em alumínio com área plana para gravação,11141. Mosquetão em alumínio,11141. MOSQUETÃO EM ALUMÍNIO,False,True,False,False,32 x 57 x 5 mm,,False,True,3.1,1.1,2.9,0.310X0.110X0.290,4.44,0.01,500,50,1,7616.99.00,Esporte & Ar Livre,0034,Acessórios – Outros,029,11141_103.jpg,,,,,11141_103.jpg,hi!dea™,,False,,,,,,Sem polybag,Sem polybag,,,Alumínio,,,,,,,,,,,mosquetões,"Azul royal, Preto",Adereço de Natal,,Adereço de Natal,,Topo,Topo,30 x 3,Adereço de Natal - Topo,Laser,Laser,LSR1-01-01,LSR1-01,LSR1-01-01,Adereço de Natal - Topo (Laser - 30 x 3),1,0.0,11141_1_1_1.png,False,,,,True,False,,1,Stockout,11/04/2024 11:44:22
